ts_utc,equity,buying_power,contracts
2026-07-03T16:17:42.993660+00:00,100652.05,100652.05,1
2026-07-03T16:18:13.242075+00:00,100652.05,100652.05,1
2026-07-03T16:18:43.516889+00:00,100652.05,100652.05,1
2026-07-03T16:19:13.772354+00:00,100652.05,100652.05,1
2026-07-03T16:19:44.049929+00:00,100652.05,100652.05,1
2026-07-03T16:20:14.321147+00:00,100652.05,100652.05,1
2026-07-03T16:20:44.598146+00:00,100652.05,100652.05,1
2026-07-03T16:21:14.864760+00:00,100652.05,100652.05,1
2026-07-03T16:21:45.147419+00:00,100652.05,100652.05,1
2026-07-03T16:22:15.418425+00:00,100652.05,100652.05,1
2026-07-03T16:22:45.673961+00:00,100652.05,100652.05,1
2026-07-03T16:23:15.922563+00:00,100652.05,100652.05,1
2026-07-03T16:23:46.196974+00:00,100652.05,100652.05,1
2026-07-03T16:24:16.495636+00:00,100652.05,100652.05,1
2026-07-03T16:24:46.749544+00:00,100652.05,100652.05,1
2026-07-03T16:25:17.024289+00:00,100652.05,100652.05,1
2026-07-03T16:25:47.285005+00:00,100652.05,100652.05,1
2026-07-03T16:26:17.551778+00:00,100652.05,100652.05,1
2026-07-03T16:26:47.807708+00:00,100652.05,100652.05,1
2026-07-03T16:27:18.067347+00:00,100652.05,100652.05,1
2026-07-03T16:27:48.347152+00:00,100652.05,100652.05,1
2026-07-03T16:28:18.615489+00:00,100652.05,100652.05,1
2026-07-03T16:28:48.882107+00:00,100652.05,100652.05,1
2026-07-03T16:29:19.130326+00:00,100652.05,100652.05,1
2026-07-03T16:29:49.385816+00:00,100652.05,100652.05,1
2026-07-03T16:30:19.670526+00:00,100652.05,100652.05,1
2026-07-03T16:30:49.944931+00:00,100652.05,100652.05,1
2026-07-03T16:31:20.220184+00:00,100652.05,100652.05,1
2026-07-03T16:31:50.486083+00:00,100652.05,100652.05,1
2026-07-03T16:32:21.532301+00:00,100652.05,100652.05,1
2026-07-03T16:32:51.788614+00:00,100652.05,100652.05,1
2026-07-03T16:33:22.039706+00:00,100652.05,100652.05,1
2026-07-03T16:33:52.306079+00:00,100652.05,100652.05,1
2026-07-03T16:34:22.590212+00:00,100652.05,100652.05,1
2026-07-03T16:34:52.852972+00:00,100652.05,100652.05,1
2026-07-03T16:35:23.118839+00:00,100652.05,100652.05,1
2026-07-03T16:35:53.367758+00:00,100652.05,100652.05,1
2026-07-03T16:36:23.626678+00:00,100652.05,100652.05,1
2026-07-03T16:36:53.893521+00:00,100652.05,100652.05,1
2026-07-03T16:37:24.149081+00:00,100652.05,100652.05,1
2026-07-03T16:37:54.414768+00:00,100652.05,100652.05,1
2026-07-03T16:38:24.673709+00:00,100652.05,100652.05,1
2026-07-03T16:38:54.940487+00:00,100652.05,100652.05,1
2026-07-03T16:39:25.217681+00:00,100652.05,100652.05,1
2026-07-03T16:39:55.468382+00:00,100652.05,100652.05,1
2026-07-03T16:40:25.724017+00:00,100652.05,100652.05,1
2026-07-03T16:40:56.003080+00:00,100652.05,100652.05,1
2026-07-03T16:41:26.281582+00:00,100652.05,100652.05,1
2026-07-03T16:41:56.534969+00:00,100652.05,100652.05,1
2026-07-03T16:42:26.804273+00:00,100652.05,100652.05,1
2026-07-03T16:42:57.079591+00:00,100652.05,100652.05,1
2026-07-03T16:43:27.360256+00:00,100652.05,100652.05,1
2026-07-03T16:43:57.632222+00:00,100652.05,100652.05,1
2026-07-03T16:44:27.889352+00:00,100652.05,100652.05,1
2026-07-03T16:44:58.145294+00:00,100652.05,100652.05,1
2026-07-03T16:45:28.407068+00:00,100652.05,100652.05,1
2026-07-03T16:45:58.705355+00:00,100652.05,100652.05,1
2026-07-03T16:46:28.974918+00:00,100652.05,100652.05,1
2026-07-03T16:46:59.247547+00:00,100652.05,100652.05,1
2026-07-03T16:47:29.515566+00:00,100652.05,100652.05,1
2026-07-03T16:47:59.772460+00:00,100652.05,100652.05,1
2026-07-03T16:48:30.043522+00:00,100652.05,100652.05,1
