ts_utc,symbol,bid,ask,bid_size,ask_size,last,spread
2026-06-26T18:09:46Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:46Z,MHGU26,6.1965,6.1975,4,3,6.195,0.0009999999999994458
2026-06-26T18:09:52Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:52Z,MHGU26,6.1965,6.1975,3,3,6.195,0.0009999999999994458
2026-06-26T18:09:57Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:57Z,MHGU26,6.1965,6.1975,3,3,6.195,0.0009999999999994458
2026-06-26T18:10:02Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:02Z,MHGU26,6.1965,6.197,2,1,6.195,0.0004999999999997229
2026-06-26T18:10:08Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:08Z,MHGU26,6.1965,6.1975,1,3,6.195,0.0009999999999994458
2026-06-26T18:10:13Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:13Z,MHGU26,6.1965,6.197,2,2,6.195,0.0004999999999997229
2026-06-26T18:10:18Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:18Z,MHGU26,6.196,6.197,2,3,6.1965,0.001000000000000334
2026-06-26T18:10:24Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:24Z,MHGU26,6.1955,6.1965,3,3,6.1965,0.001000000000000334
2026-06-26T18:10:29Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:29Z,MHGU26,6.1955,6.1965,3,3,6.1965,0.001000000000000334
2026-06-26T18:10:34Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:34Z,MHGU26,6.1955,6.1965,3,3,6.1965,0.001000000000000334
2026-06-26T18:10:39Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:39Z,MHGU26,6.1955,6.1965,3,2,6.1965,0.001000000000000334
2026-06-26T18:10:45Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:45Z,MHGU26,6.195,6.196,2,3,6.1965,0.0009999999999994458
2026-06-26T18:10:50Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:50Z,MHGU26,6.1945,6.1955,3,2,6.1965,0.001000000000000334
2026-06-26T18:10:55Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:10:55Z,MHGU26,6.1945,6.1955,1,3,6.1965,0.001000000000000334
2026-06-26T18:11:01Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:11:01Z,MHGU26,6.1945,6.1955,3,2,6.1965,0.001000000000000334
2026-06-26T18:11:06Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:11:06Z,MHGU26,6.1955,6.1965,3,3,6.1965,0.001000000000000334
2026-06-26T18:11:11Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:11:11Z,MHGU26,6.196,6.197,2,3,6.1965,0.001000000000000334
