timestamp,date,year_month,label,pnl,p_prod,p_frozen,p_daily,thr_daily
2025-12-05 14:48:00,2025-12-05,2025-12,0,-229.3,0.6915995473400313,0.5800957385341773,0.6496288071166025,0.6
2025-12-10 14:41:00,2025-12-10,2025-12,1,215.7,0.898932951309299,0.6157891528044935,0.623590255569265,0.55
2025-12-10 19:41:00,2025-12-10,2025-12,1,123.2,0.7310860311678355,0.5251746769893727,0.5460794711395542,0.55
2025-12-12 15:15:00,2025-12-12,2025-12,0,-94.3,0.5436614691360097,0.5500078406301995,0.5538247657139616,0.6
2025-12-12 15:36:00,2025-12-12,2025-12,1,25.7,0.6990239797333603,0.6128837854041982,0.47986684957558184,0.6
2025-12-12 15:39:00,2025-12-12,2025-12,1,53.2,0.5204515873000108,0.5570849592738676,0.5182323249934896,0.6
2025-12-12 19:08:00,2025-12-12,2025-12,0,-49.3,0.5566854808949958,0.4722669386814085,0.5583432788717644,0.6
2025-12-12 19:39:00,2025-12-12,2025-12,0,-131.8,0.5653700553830396,0.49931958416461886,0.6262074410741675,0.6
2025-12-15 14:31:00,2025-12-15,2025-12,0,-86.8,0.579727314175618,0.5216364376458049,0.42689469528794116,0.55
2025-12-15 14:48:00,2025-12-15,2025-12,1,53.2,0.520227978456875,0.5260832039712999,0.46756918735999176,0.55
2025-12-15 14:59:00,2025-12-15,2025-12,1,43.2,0.4830793633575669,0.5152325596957723,0.4664532440685688,0.55
2025-12-15 19:09:00,2025-12-15,2025-12,0,-16.8,0.6028097497960591,0.4000367939115023,0.46717990488989025,0.55
2025-12-15 19:22:00,2025-12-15,2025-12,0,-44.3,0.5588744465419783,0.4168584477439026,0.49983777455560036,0.55
2025-12-15 20:01:00,2025-12-15,2025-12,0,-36.8,0.6107665466469152,0.4304806784827807,0.4976125343321401,0.55
2025-12-16 08:08:00,2025-12-16,2025-12,0,-14.3,0.5568390183921073,0.5060183842385113,0.4406374333463814,0.55
2025-12-16 08:21:00,2025-12-16,2025-12,0,-21.8,0.571452275468195,0.5340646824141173,0.41041858133193154,0.55
2025-12-16 08:40:00,2025-12-16,2025-12,1,38.2,0.5340131718469816,0.5187905355887216,0.41521505783834317,0.55
